schedule,start_evaporation,end_evaporation,curve,seed_index,python_seed,city_seed,best_distance,blind_rounds,final_pheromone_min,final_pheromone_max,final_pheromone_mean
logarithmic,0.60000000,0.20000000,-3.00000000,7,55,55,7888.93530849,6,0.00633799,0.69520033,0.02959124
logarithmic,0.60000000,0.20000000,-3.00000000,8,56,56,8232.25199510,6,0.00607367,0.59622028,0.02554871
logarithmic,0.60000000,0.20000000,-3.00000000,9,57,57,7743.22828692,9,0.00645726,0.68138953,0.02883672
logarithmic,0.60000000,0.20000000,-1.00000000,0,48,48,6967.09340962,9,0.00717659,0.74609696,0.03140274
logarithmic,0.60000000,0.20000000,-1.00000000,1,49,49,7637.38789790,9,0.00654674,0.66784939,0.02839353
logarithmic,0.60000000,0.20000000,-1.00000000,2,50,50,7917.37114653,6,0.00631523,0.67301791,0.02852542
logarithmic,0.60000000,0.20000000,-1.00000000,3,51,51,7556.46569954,6,0.00661685,0.69197495,0.02908149
logarithmic,0.60000000,0.20000000,-1.00000000,4,52,52,6966.28896567,6,0.00717742,0.74705584,0.03134721
logarithmic,0.60000000,0.20000000,-1.00000000,5,53,53,7514.75271059,6,0.00665358,0.69029265,0.02918441
logarithmic,0.60000000,0.20000000,-1.00000000,6,54,54,7512.07078818,6,0.00665595,0.68094802,0.02898430
logarithmic,0.60000000,0.20000000,-1.00000000,7,55,55,7966.20967215,6,0.00627651,0.64649938,0.02720759
logarithmic,0.60000000,0.20000000,-1.00000000,8,56,56,8267.91297080,6,0.00604748,0.65045020,0.02778165
logarithmic,0.60000000,0.20000000,-1.00000000,9,57,57,7771.10493478,6,0.00643409,0.66921774,0.02821595
logarithmic,0.60000000,0.20000000,1.00000000,0,48,48,6954.85093229,6,0.00718923,0.79989710,0.03324229
logarithmic,0.60000000,0.20000000,1.00000000,1,49,49,7611.05045656,6,0.00656940,0.71115921,0.02998963
logarithmic,0.60000000,0.20000000,1.00000000,2,50,50,7908.76976255,3,0.00632210,0.68738052,0.02917657
logarithmic,0.60000000,0.20000000,1.00000000,3,51,51,7556.46569954,9,0.00661685,0.75876395,0.03192975
logarithmic,0.60000000,0.20000000,1.00000000,4,52,52,6884.21952401,9,0.00726299,0.83151324,0.03500148
logarithmic,0.60000000,0.20000000,1.00000000,5,53,53,7436.14890783,0,0.00672391,0.73424011,0.03134375
logarithmic,0.60000000,0.20000000,1.00000000,6,54,54,7494.60579549,6,0.00667146,0.71837422,0.03009335
logarithmic,0.60000000,0.20000000,1.00000000,7,55,55,7782.79672705,9,0.00642443,0.72255637,0.03015195
logarithmic,0.60000000,0.20000000,1.00000000,8,56,56,8262.25592702,0,0.00605162,0.66106659,0.02823138
logarithmic,0.60000000,0.20000000,1.00000000,9,57,57,7716.48742498,3,0.00647963,0.70801814,0.03018253
logarithmic,0.60000000,0.20000000,3.00000000,0,48,48,6954.85093229,3,0.00718923,0.79953063,0.03403723
logarithmic,0.60000000,0.20000000,3.00000000,1,49,49,7637.38789790,0,0.00654674,0.72842085,0.03100601
logarithmic,0.60000000,0.20000000,3.00000000,2,50,50,7941.58053371,6,0.00629598,0.70150744,0.02947217
logarithmic,0.60000000,0.20000000,3.00000000,3,51,51,7556.46569954,9,0.00661685,0.76549345,0.03213941
logarithmic,0.60000000,0.20000000,3.00000000,4,52,52,6934.27628935,9,0.00721056,0.82626378,0.03473498
logarithmic,0.60000000,0.20000000,3.00000000,5,53,53,7521.14560496,0,0.00664792,0.73951672,0.03147967
logarithmic,0.60000000,0.20000000,3.00000000,6,54,54,7507.41944046,9,0.00666008,0.70958860,0.02970679
logarithmic,0.60000000,0.20000000,3.00000000,7,55,55,7787.24265640,3,0.00642076,0.70898108,0.02997710
logarithmic,0.60000000,0.20000000,3.00000000,8,56,56,8252.29742834,0,0.00605892,0.67126103,0.02857066
logarithmic,0.60000000,0.20000000,3.00000000,9,57,57,7693.90888113,3,0.00649865,0.72256396,0.03074871
logarithmic,0.60000000,0.20000000,9.00000000,0,48,48,6954.85093229,3,0.00718923,0.83158162,0.03471002
logarithmic,0.60000000,0.20000000,9.00000000,1,49,49,7616.66921167,3,0.00656455,0.74613555,0.03095341
logarithmic,0.60000000,0.20000000,9.00000000,2,50,50,7905.62458291,3,0.00632461,0.70653454,0.02948871
logarithmic,0.60000000,0.20000000,9.00000000,3,51,51,7556.46569954,6,0.00661685,0.75118618,0.03108331
logarithmic,0.60000000,0.20000000,9.00000000,4,52,52,6926.17394638,6,0.00721899,0.81283180,0.03367839
logarithmic,0.60000000,0.20000000,9.00000000,5,53,53,7521.14560496,3,0.00664792,0.74531664,0.03101199
logarithmic,0.60000000,0.20000000,9.00000000,6,54,54,7494.60579549,6,0.00667146,0.72818452,0.03052521
logarithmic,0.60000000,0.20000000,9.00000000,7,55,55,7782.79672705,3,0.00642443,0.72718430,0.03078427
logarithmic,0.60000000,0.20000000,9.00000000,8,56,56,8292.73295565,0,0.00602938,0.68235503,0.02894240
logarithmic,0.60000000,0.20000000,9.00000000,9,57,57,7693.90888113,3,0.00649865,0.73434612,0.03049830
