n_cities,algorithm,best_distance,distance_per_city
125,ElitistAS,45649.68833714,228.24844169
125,MaxMinAS,44621.03706794,223.10518534
126,BlindBlendAS,44004.96801498,220.02484007
126,BaselineAS,48366.14235276,241.83071176
126,ElitistAS,47571.81824519,237.85909123
126,MaxMinAS,46068.47927425,230.34239637
127,BlindBlendAS,45157.67872357,225.78839362
127,BaselineAS,48077.67962784,240.38839814
127,ElitistAS,47192.48958317,235.96244792
127,MaxMinAS,46143.74390558,230.71871953
128,BlindBlendAS,42828.69588189,214.14347941
128,BaselineAS,45702.87262007,228.51436310
128,ElitistAS,45398.12394915,226.99061975
128,MaxMinAS,43959.57354529,219.79786773
129,BlindBlendAS,44729.92080608,223.64960403
129,BaselineAS,48476.92252743,242.38461264
129,ElitistAS,48392.31067094,241.96155335
129,MaxMinAS,46355.25338831,231.77626694
130,BlindBlendAS,42234.77338205,211.17386691
130,BaselineAS,44909.99926005,224.54999630
130,ElitistAS,43605.70460896,218.02852304
130,MaxMinAS,43069.26347668,215.34631738
131,BlindBlendAS,45841.10335663,229.20551678
131,BaselineAS,48821.33697867,244.10668489
131,ElitistAS,48440.66396019,242.20331980
131,MaxMinAS,47363.93376452,236.81966882
132,BlindBlendAS,44871.25089730,224.35625449
132,BaselineAS,46576.36314982,232.88181575
132,ElitistAS,46013.65550496,230.06827752
132,MaxMinAS,44913.66295731,224.56831479
133,BlindBlendAS,45488.89108277,227.44445541
133,BaselineAS,48462.54963364,242.31274817
133,ElitistAS,49663.43565234,248.31717826
133,MaxMinAS,45742.69401348,228.71347007
134,BlindBlendAS,46133.24530300,230.66622651
134,BaselineAS,49699.77696271,248.49888481
134,ElitistAS,50398.32785017,251.99163925
134,MaxMinAS,47210.47403961,236.05237020
135,BlindBlendAS,45409.49724399,227.04748622
135,BaselineAS,46952.71513370,234.76357567
135,ElitistAS,46774.85230045,233.87426150
135,MaxMinAS,46174.11208007,230.87056040
136,BlindBlendAS,43155.29226561,215.77646133
136,BaselineAS,47728.12879540,238.64064398
136,ElitistAS,47028.27546555,235.14137733
136,MaxMinAS,45604.89384985,228.02446925
137,BlindBlendAS,44024.47826752,220.12239134
137,BaselineAS,46316.57544840,231.58287724
137,ElitistAS,46831.60794895,234.15803974
137,MaxMinAS,44005.89172958,220.02945865
138,BlindBlendAS,45351.40818316,226.75704092
138,BaselineAS,47687.06274698,238.43531373
138,ElitistAS,47333.83041572,236.66915208
138,MaxMinAS,46493.36047211,232.46680236
139,BlindBlendAS,45894.10608803,229.47053044
139,BaselineAS,49422.21390897,247.11106954
139,ElitistAS,47927.06598594,239.63532993
139,MaxMinAS,46681.80659367,233.40903297
140,BlindBlendAS,46136.29918243,230.68149591
140,BaselineAS,48387.13884954,241.93569425
140,ElitistAS,48066.52694060,240.33263470
