n_cities,algorithm,best_distance,distance_per_city
142,MaxMinAS,14911.07065725,149.11070657
143,BlindBlendAS,15324.37212252,153.24372123
143,BaselineAS,15827.25344754,158.27253448
143,ElitistAS,15976.73896515,159.76738965
143,MaxMinAS,15401.63458931,154.01634589
144,BlindBlendAS,16248.41183508,162.48411835
144,BaselineAS,17028.69981813,170.28699818
144,ElitistAS,16725.66214824,167.25662148
144,MaxMinAS,16320.65574649,163.20655746
145,BlindBlendAS,15397.85556668,153.97855567
145,BaselineAS,15534.33837262,155.34338373
145,ElitistAS,15649.40128722,156.49401287
145,MaxMinAS,15397.85556668,153.97855567
146,BlindBlendAS,15890.09280348,158.90092803
146,BaselineAS,16386.81001655,163.86810017
146,ElitistAS,16418.03003637,164.18030036
146,MaxMinAS,16528.40510743,165.28405107
147,BlindBlendAS,15386.53403756,153.86534038
147,BaselineAS,15806.22924717,158.06229247
147,ElitistAS,15611.39153888,156.11391539
147,MaxMinAS,15362.73824690,153.62738247
148,BlindBlendAS,15448.53234513,154.48532345
148,BaselineAS,15790.92102399,157.90921024
148,ElitistAS,15784.11981632,157.84119816
148,MaxMinAS,15918.50728934,159.18507289
149,BlindBlendAS,15985.17048175,159.85170482
149,BaselineAS,16529.85845890,165.29858459
149,ElitistAS,16484.33504982,164.84335050
149,MaxMinAS,16108.13560420,161.08135604
150,BlindBlendAS,15070.09567341,150.70095673
150,BaselineAS,15392.03275990,153.92032760
150,ElitistAS,15513.85374272,155.13853743
150,MaxMinAS,15476.41916685,154.76419167
151,BlindBlendAS,15297.43752021,152.97437520
151,BaselineAS,15762.86362905,157.62863629
151,ElitistAS,15604.90289183,156.04902892
151,MaxMinAS,15396.31625598,153.96316256
152,BlindBlendAS,14694.03294417,146.94032944
152,BaselineAS,14818.26326797,148.18263268
152,ElitistAS,14742.00704606,147.42007046
152,MaxMinAS,14629.26453905,146.29264539
153,BlindBlendAS,14856.38629373,148.56386294
153,BaselineAS,15172.02312460,151.72023125
153,ElitistAS,15265.00456783,152.65004568
153,MaxMinAS,14856.38629373,148.56386294
154,BlindBlendAS,14732.69197008,147.32691970
154,BaselineAS,15267.68321961,152.67683220
154,ElitistAS,15210.43434394,152.10434344
154,MaxMinAS,14645.55162647,146.45551626
155,BlindBlendAS,15295.57148554,152.95571486
155,BaselineAS,15653.43474776,156.53434748
155,ElitistAS,15734.69510935,157.34695109
155,MaxMinAS,15193.47224316,151.93472243
156,BlindBlendAS,15945.82612900,159.45826129
156,BaselineAS,16225.33871496,162.25338715
156,ElitistAS,16028.00289684,160.28002897
156,MaxMinAS,16086.24129200,160.86241292
157,BlindBlendAS,16347.88266352,163.47882664
157,BaselineAS,16611.31934505,166.11319345
157,ElitistAS,16611.31934505,166.11319345
157,MaxMinAS,16174.45253377,161.74452534
158,BlindBlendAS,15694.59427021,156.94594270
158,BaselineAS,15715.59369272,157.15593693
158,ElitistAS,15699.64985572,156.99649856
158,MaxMinAS,16023.74140232,160.23741402
159,BlindBlendAS,15887.73158993,158.87731590
159,BaselineAS,16343.65959420,163.43659594
159,ElitistAS,16233.20409689,162.33204097
159,MaxMinAS,16084.95473679,160.84954737
160,BlindBlendAS,16158.45012672,161.58450127
160,BaselineAS,16340.07238008,163.40072380
160,ElitistAS,16347.03250540,163.47032505
160,MaxMinAS,15920.80502416,159.20805024
161,BlindBlendAS,14768.58751579,147.68587516
161,BaselineAS,14947.74340733,149.47743407
161,ElitistAS,14920.96441229,149.20964412
161,MaxMinAS,15052.64411349,150.52644113
162,BlindBlendAS,15878.67574153,158.78675742
162,BaselineAS,16456.66091480,164.56660915
162,ElitistAS,16610.74104295,166.10741043
162,MaxMinAS,15729.70146921,157.29701469
163,BlindBlendAS,16164.77216309,161.64772163
163,BaselineAS,16502.45590105,165.02455901
163,ElitistAS,16463.03221098,164.63032211
163,MaxMinAS,16316.49368292,163.16493683
164,BlindBlendAS,16302.20853900,163.02208539
164,BaselineAS,16709.69433466,167.09694335
164,ElitistAS,16549.47449499,165.49474495
164,MaxMinAS,16632.27270176,166.32272702
165,BlindBlendAS,15487.59213286,154.87592133
165,BaselineAS,16072.17086868,160.72170869
165,ElitistAS,16038.58081705,160.38580817
165,MaxMinAS,15857.65373769,158.57653738
166,BlindBlendAS,14986.78827402,149.86788274
166,BaselineAS,15743.55294775,157.43552948
166,ElitistAS,15503.44202016,155.03442020
166,MaxMinAS,14994.88413310,149.94884133
167,BlindBlendAS,15255.89242177,152.55892422
167,BaselineAS,15643.07644567,156.43076446
167,ElitistAS,15969.37719749,159.69377197
167,MaxMinAS,15426.05167250,154.26051672
168,BlindBlendAS,15666.35331113,156.66353311
168,BaselineAS,15819.78185786,158.19781858
168,ElitistAS,15827.39627091,158.27396271
168,MaxMinAS,15669.52731999,156.69527320
169,BlindBlendAS,15748.93925643,157.48939256
169,BaselineAS,16004.11345343,160.04113453
169,ElitistAS,16057.71142661,160.57711427
169,MaxMinAS,16054.64282486,160.54642825
170,BlindBlendAS,15223.73522923,152.23735229
170,BaselineAS,15417.07076135,154.17070761
170,ElitistAS,15337.98231898,153.37982319
170,MaxMinAS,15226.79640520,152.26796405
171,BlindBlendAS,15847.43659207,158.47436592
171,BaselineAS,16508.64988524,165.08649885
171,ElitistAS,16399.46096137,163.99460961
171,MaxMinAS,16045.99522388,160.45995224
172,BlindBlendAS,16048.10969518,160.48109695
172,BaselineAS,16301.94497260,163.01944973
172,ElitistAS,16115.93261079,161.15932611
172,MaxMinAS,16104.36525634,161.04365256
173,BlindBlendAS,17053.24601096,170.53246011
173,BaselineAS,17516.40706636,175.16407066
173,ElitistAS,17445.22877715,174.45228777
173,MaxMinAS,17024.10974709,170.24109747
174,BlindBlendAS,15419.41663349,154.19416633
