schedule,start_evaporation,end_evaporation,curve,iteration,evaporation
logarithmic,0.70000000,0.40000000,-3.00000000,22,0.61114870
logarithmic,0.70000000,0.40000000,-3.00000000,23,0.60609623
logarithmic,0.70000000,0.40000000,-3.00000000,24,0.60092297
logarithmic,0.70000000,0.40000000,-3.00000000,25,0.59562301
logarithmic,0.70000000,0.40000000,-3.00000000,26,0.59018998
logarithmic,0.70000000,0.40000000,-3.00000000,27,0.58461703
logarithmic,0.70000000,0.40000000,-3.00000000,28,0.57889676
logarithmic,0.70000000,0.40000000,-3.00000000,29,0.57302117
logarithmic,0.70000000,0.40000000,-3.00000000,30,0.56698159
logarithmic,0.70000000,0.40000000,-3.00000000,31,0.56076860
logarithmic,0.70000000,0.40000000,-3.00000000,32,0.55437195
logarithmic,0.70000000,0.40000000,-3.00000000,33,0.54778045
logarithmic,0.70000000,0.40000000,-3.00000000,34,0.54098185
logarithmic,0.70000000,0.40000000,-3.00000000,35,0.53396272
logarithmic,0.70000000,0.40000000,-3.00000000,36,0.52670827
logarithmic,0.70000000,0.40000000,-3.00000000,37,0.51920216
logarithmic,0.70000000,0.40000000,-3.00000000,38,0.51142632
logarithmic,0.70000000,0.40000000,-3.00000000,39,0.50336064
logarithmic,0.70000000,0.40000000,-3.00000000,40,0.49498265
logarithmic,0.70000000,0.40000000,-3.00000000,41,0.48626721
logarithmic,0.70000000,0.40000000,-3.00000000,42,0.47718598
logarithmic,0.70000000,0.40000000,-3.00000000,43,0.46770690
logarithmic,0.70000000,0.40000000,-3.00000000,44,0.45779352
logarithmic,0.70000000,0.40000000,-3.00000000,45,0.44740412
logarithmic,0.70000000,0.40000000,-3.00000000,46,0.43649067
logarithmic,0.70000000,0.40000000,-3.00000000,47,0.42499748
logarithmic,0.70000000,0.40000000,-3.00000000,48,0.41285948
logarithmic,0.70000000,0.40000000,-3.00000000,49,0.40000000
logarithmic,0.70000000,0.40000000,-1.00000000,0,0.70000000
logarithmic,0.70000000,0.40000000,-1.00000000,1,0.69556090
logarithmic,0.70000000,0.40000000,-1.00000000,2,0.69107580
logarithmic,0.70000000,0.40000000,-1.00000000,3,0.68654373
logarithmic,0.70000000,0.40000000,-1.00000000,4,0.68196370
logarithmic,0.70000000,0.40000000,-1.00000000,5,0.67733469
logarithmic,0.70000000,0.40000000,-1.00000000,6,0.67265563
logarithmic,0.70000000,0.40000000,-1.00000000,7,0.66792544
logarithmic,0.70000000,0.40000000,-1.00000000,8,0.66314298
logarithmic,0.70000000,0.40000000,-1.00000000,9,0.65830708
logarithmic,0.70000000,0.40000000,-1.00000000,10,0.65341653
logarithmic,0.70000000,0.40000000,-1.00000000,11,0.64847010
logarithmic,0.70000000,0.40000000,-1.00000000,12,0.64346647
logarithmic,0.70000000,0.40000000,-1.00000000,13,0.63840433
logarithmic,0.70000000,0.40000000,-1.00000000,14,0.63328227
logarithmic,0.70000000,0.40000000,-1.00000000,15,0.62809888
logarithmic,0.70000000,0.40000000,-1.00000000,16,0.62285265
logarithmic,0.70000000,0.40000000,-1.00000000,17,0.61754205
logarithmic,0.70000000,0.40000000,-1.00000000,18,0.61216548
logarithmic,0.70000000,0.40000000,-1.00000000,19,0.60672127
logarithmic,0.70000000,0.40000000,-1.00000000,20,0.60120771
logarithmic,0.70000000,0.40000000,-1.00000000,21,0.59562301
logarithmic,0.70000000,0.40000000,-1.00000000,22,0.58996530
logarithmic,0.70000000,0.40000000,-1.00000000,23,0.58423265
logarithmic,0.70000000,0.40000000,-1.00000000,24,0.57842306
logarithmic,0.70000000,0.40000000,-1.00000000,25,0.57253441
logarithmic,0.70000000,0.40000000,-1.00000000,26,0.56656455
logarithmic,0.70000000,0.40000000,-1.00000000,27,0.56051118
logarithmic,0.70000000,0.40000000,-1.00000000,28,0.55437195
logarithmic,0.70000000,0.40000000,-1.00000000,29,0.54814438
logarithmic,0.70000000,0.40000000,-1.00000000,30,0.54182590
logarithmic,0.70000000,0.40000000,-1.00000000,31,0.53541380
logarithmic,0.70000000,0.40000000,-1.00000000,32,0.52890528
logarithmic,0.70000000,0.40000000,-1.00000000,33,0.52229739
logarithmic,0.70000000,0.40000000,-1.00000000,34,0.51558705
logarithmic,0.70000000,0.40000000,-1.00000000,35,0.50877102
logarithmic,0.70000000,0.40000000,-1.00000000,36,0.50184594
logarithmic,0.70000000,0.40000000,-1.00000000,37,0.49480825
logarithmic,0.70000000,0.40000000,-1.00000000,38,0.48765423
logarithmic,0.70000000,0.40000000,-1.00000000,39,0.48037996
logarithmic,0.70000000,0.40000000,-1.00000000,40,0.47298135
logarithmic,0.70000000,0.40000000,-1.00000000,41,0.46545405
logarithmic,0.70000000,0.40000000,-1.00000000,42,0.45779352
logarithmic,0.70000000,0.40000000,-1.00000000,43,0.44999496
logarithmic,0.70000000,0.40000000,-1.00000000,44,0.44205330
logarithmic,0.70000000,0.40000000,-1.00000000,45,0.43396318
logarithmic,0.70000000,0.40000000,-1.00000000,46,0.42571896
logarithmic,0.70000000,0.40000000,-1.00000000,47,0.41731465
logarithmic,0.70000000,0.40000000,-1.00000000,48,0.40874390
logarithmic,0.70000000,0.40000000,-1.00000000,49,0.40000000
logarithmic,0.70000000,0.40000000,1.00000000,0,0.70000000
logarithmic,0.70000000,0.40000000,1.00000000,1,0.69125610
logarithmic,0.70000000,0.40000000,1.00000000,2,0.68268535
logarithmic,0.70000000,0.40000000,1.00000000,3,0.67428104
logarithmic,0.70000000,0.40000000,1.00000000,4,0.66603682
logarithmic,0.70000000,0.40000000,1.00000000,5,0.65794670
logarithmic,0.70000000,0.40000000,1.00000000,6,0.65000504
logarithmic,0.70000000,0.40000000,1.00000000,7,0.64220648
logarithmic,0.70000000,0.40000000,1.00000000,8,0.63454595
logarithmic,0.70000000,0.40000000,1.00000000,9,0.62701865
logarithmic,0.70000000,0.40000000,1.00000000,10,0.61962004
logarithmic,0.70000000,0.40000000,1.00000000,11,0.61234577
logarithmic,0.70000000,0.40000000,1.00000000,12,0.60519175
logarithmic,0.70000000,0.40000000,1.00000000,13,0.59815406
logarithmic,0.70000000,0.40000000,1.00000000,14,0.59122898
logarithmic,0.70000000,0.40000000,1.00000000,15,0.58441295
logarithmic,0.70000000,0.40000000,1.00000000,16,0.57770261
logarithmic,0.70000000,0.40000000,1.00000000,17,0.57109472
logarithmic,0.70000000,0.40000000,1.00000000,18,0.56458620
logarithmic,0.70000000,0.40000000,1.00000000,19,0.55817410
logarithmic,0.70000000,0.40000000,1.00000000,20,0.55185562
logarithmic,0.70000000,0.40000000,1.00000000,21,0.54562805
logarithmic,0.70000000,0.40000000,1.00000000,22,0.53948882
logarithmic,0.70000000,0.40000000,1.00000000,23,0.53343545
logarithmic,0.70000000,0.40000000,1.00000000,24,0.52746559
logarithmic,0.70000000,0.40000000,1.00000000,25,0.52157694
logarithmic,0.70000000,0.40000000,1.00000000,26,0.51576735
logarithmic,0.70000000,0.40000000,1.00000000,27,0.51003470
logarithmic,0.70000000,0.40000000,1.00000000,28,0.50437699
logarithmic,0.70000000,0.40000000,1.00000000,29,0.49879229
logarithmic,0.70000000,0.40000000,1.00000000,30,0.49327873
logarithmic,0.70000000,0.40000000,1.00000000,31,0.48783452
logarithmic,0.70000000,0.40000000,1.00000000,32,0.48245795
logarithmic,0.70000000,0.40000000,1.00000000,33,0.47714735
logarithmic,0.70000000,0.40000000,1.00000000,34,0.47190112
logarithmic,0.70000000,0.40000000,1.00000000,35,0.46671773
logarithmic,0.70000000,0.40000000,1.00000000,36,0.46159567
logarithmic,0.70000000,0.40000000,1.00000000,37,0.45653353
logarithmic,0.70000000,0.40000000,1.00000000,38,0.45152990
logarithmic,0.70000000,0.40000000,1.00000000,39,0.44658347
logarithmic,0.70000000,0.40000000,1.00000000,40,0.44169292
logarithmic,0.70000000,0.40000000,1.00000000,41,0.43685702
logarithmic,0.70000000,0.40000000,1.00000000,42,0.43207456
logarithmic,0.70000000,0.40000000,1.00000000,43,0.42734437
logarithmic,0.70000000,0.40000000,1.00000000,44,0.42266531
logarithmic,0.70000000,0.40000000,1.00000000,45,0.41803630
logarithmic,0.70000000,0.40000000,1.00000000,46,0.41345627
logarithmic,0.70000000,0.40000000,1.00000000,47,0.40892420
logarithmic,0.70000000,0.40000000,1.00000000,48,0.40443910
logarithmic,0.70000000,0.40000000,1.00000000,49,0.40000000
logarithmic,0.70000000,0.40000000,3.00000000,0,0.70000000
logarithmic,0.70000000,0.40000000,3.00000000,1,0.68714052
logarithmic,0.70000000,0.40000000,3.00000000,2,0.67500252
logarithmic,0.70000000,0.40000000,3.00000000,3,0.66350933
logarithmic,0.70000000,0.40000000,3.00000000,4,0.65259588
logarithmic,0.70000000,0.40000000,3.00000000,5,0.64220648
logarithmic,0.70000000,0.40000000,3.00000000,6,0.63229310
logarithmic,0.70000000,0.40000000,3.00000000,7,0.62281402
logarithmic,0.70000000,0.40000000,3.00000000,8,0.61373279
logarithmic,0.70000000,0.40000000,3.00000000,9,0.60501735
logarithmic,0.70000000,0.40000000,3.00000000,10,0.59663936
logarithmic,0.70000000,0.40000000,3.00000000,11,0.58857368
logarithmic,0.70000000,0.40000000,3.00000000,12,0.58079784
logarithmic,0.70000000,0.40000000,3.00000000,13,0.57329173
logarithmic,0.70000000,0.40000000,3.00000000,14,0.56603728
logarithmic,0.70000000,0.40000000,3.00000000,15,0.55901815
logarithmic,0.70000000,0.40000000,3.00000000,16,0.55221955
logarithmic,0.70000000,0.40000000,3.00000000,17,0.54562805
logarithmic,0.70000000,0.40000000,3.00000000,18,0.53923140
logarithmic,0.70000000,0.40000000,3.00000000,19,0.53301841
logarithmic,0.70000000,0.40000000,3.00000000,20,0.52697883
logarithmic,0.70000000,0.40000000,3.00000000,21,0.52110324
logarithmic,0.70000000,0.40000000,3.00000000,22,0.51538297
logarithmic,0.70000000,0.40000000,3.00000000,23,0.50981002
logarithmic,0.70000000,0.40000000,3.00000000,24,0.50437699
logarithmic,0.70000000,0.40000000,3.00000000,25,0.49907703
logarithmic,0.70000000,0.40000000,3.00000000,26,0.49390377
logarithmic,0.70000000,0.40000000,3.00000000,27,0.48885130
logarithmic,0.70000000,0.40000000,3.00000000,28,0.48391411
logarithmic,0.70000000,0.40000000,3.00000000,29,0.47908705
logarithmic,0.70000000,0.40000000,3.00000000,30,0.47436532
logarithmic,0.70000000,0.40000000,3.00000000,31,0.46974441
logarithmic,0.70000000,0.40000000,3.00000000,32,0.46522011
logarithmic,0.70000000,0.40000000,3.00000000,33,0.46078847
logarithmic,0.70000000,0.40000000,3.00000000,34,0.45644577
logarithmic,0.70000000,0.40000000,3.00000000,35,0.45218850
logarithmic,0.70000000,0.40000000,3.00000000,36,0.44801336
logarithmic,0.70000000,0.40000000,3.00000000,37,0.44391726
logarithmic,0.70000000,0.40000000,3.00000000,38,0.43989725
logarithmic,0.70000000,0.40000000,3.00000000,39,0.43595056
logarithmic,0.70000000,0.40000000,3.00000000,40,0.43207456
logarithmic,0.70000000,0.40000000,3.00000000,41,0.42826676
logarithmic,0.70000000,0.40000000,3.00000000,42,0.42452481
logarithmic,0.70000000,0.40000000,3.00000000,43,0.42084646
logarithmic,0.70000000,0.40000000,3.00000000,44,0.41722959
logarithmic,0.70000000,0.40000000,3.00000000,45,0.41367218
logarithmic,0.70000000,0.40000000,3.00000000,46,0.41017231
logarithmic,0.70000000,0.40000000,3.00000000,47,0.40672814
logarithmic,0.70000000,0.40000000,3.00000000,48,0.40333792
logarithmic,0.70000000,0.40000000,3.00000000,49,0.40000000
logarithmic,0.70000000,0.40000000,9.00000000,0,0.70000000
logarithmic,0.70000000,0.40000000,9.00000000,1,0.67803043
logarithmic,0.70000000,0.40000000,9.00000000,2,0.65923638
logarithmic,0.70000000,0.40000000,9.00000000,3,0.64281475
logarithmic,0.70000000,0.40000000,9.00000000,4,0.62823315
logarithmic,0.70000000,0.40000000,9.00000000,5,0.61512047
logarithmic,0.70000000,0.40000000,9.00000000,6,0.60320766
logarithmic,0.70000000,0.40000000,9.00000000,7,0.59229342
logarithmic,0.70000000,0.40000000,9.00000000,8,0.58222321
logarithmic,0.70000000,0.40000000,9.00000000,9,0.57287582
logarithmic,0.70000000,0.40000000,9.00000000,10,0.56415438
logarithmic,0.70000000,0.40000000,9.00000000,11,0.55598031
logarithmic,0.70000000,0.40000000,9.00000000,12,0.54828893
logarithmic,0.70000000,0.40000000,9.00000000,13,0.54102640
logarithmic,0.70000000,0.40000000,9.00000000,14,0.53414741
logarithmic,0.70000000,0.40000000,9.00000000,15,0.52761348
logarithmic,0.70000000,0.40000000,9.00000000,16,0.52139163
logarithmic,0.70000000,0.40000000,9.00000000,17,0.51545341
logarithmic,0.70000000,0.40000000,9.00000000,18,0.50977409
logarithmic,0.70000000,0.40000000,9.00000000,19,0.50433202
logarithmic,0.70000000,0.40000000,9.00000000,20,0.49910818
logarithmic,0.70000000,0.40000000,9.00000000,21,0.49408574
logarithmic,0.70000000,0.40000000,9.00000000,22,0.48924974
logarithmic,0.70000000,0.40000000,9.00000000,23,0.48458683
logarithmic,0.70000000,0.40000000,9.00000000,24,0.48008506
logarithmic,0.70000000,0.40000000,9.00000000,25,0.47573366
logarithmic,0.70000000,0.40000000,9.00000000,26,0.47152289
logarithmic,0.70000000,0.40000000,9.00000000,27,0.46744397
logarithmic,0.70000000,0.40000000,9.00000000,28,0.46348888
logarithmic,0.70000000,0.40000000,9.00000000,29,0.45965032
logarithmic,0.70000000,0.40000000,9.00000000,30,0.45592162
logarithmic,0.70000000,0.40000000,9.00000000,31,0.45229667
logarithmic,0.70000000,0.40000000,9.00000000,32,0.44876985
logarithmic,0.70000000,0.40000000,9.00000000,33,0.44533599
logarithmic,0.70000000,0.40000000,9.00000000,34,0.44199032
logarithmic,0.70000000,0.40000000,9.00000000,35,0.43872841
logarithmic,0.70000000,0.40000000,9.00000000,36,0.43554617
logarithmic,0.70000000,0.40000000,9.00000000,37,0.43243982
logarithmic,0.70000000,0.40000000,9.00000000,38,0.42940580
logarithmic,0.70000000,0.40000000,9.00000000,39,0.42644083
logarithmic,0.70000000,0.40000000,9.00000000,40,0.42354183
logarithmic,0.70000000,0.40000000,9.00000000,41,0.42070594
logarithmic,0.70000000,0.40000000,9.00000000,42,0.41793046
logarithmic,0.70000000,0.40000000,9.00000000,43,0.41521288
logarithmic,0.70000000,0.40000000,9.00000000,44,0.41255082
logarithmic,0.70000000,0.40000000,9.00000000,45,0.40994207
logarithmic,0.70000000,0.40000000,9.00000000,46,0.40738453
logarithmic,0.70000000,0.40000000,9.00000000,47,0.40487622
logarithmic,0.70000000,0.40000000,9.00000000,48,0.40241530
logarithmic,0.70000000,0.40000000,9.00000000,49,0.40000000
linear,0.60000000,0.20000000,1.00000000,0,0.60000000
linear,0.60000000,0.20000000,1.00000000,1,0.59183673
linear,0.60000000,0.20000000,1.00000000,2,0.58367347
linear,0.60000000,0.20000000,1.00000000,3,0.57551020
linear,0.60000000,0.20000000,1.00000000,4,0.56734694
linear,0.60000000,0.20000000,1.00000000,5,0.55918367
linear,0.60000000,0.20000000,1.00000000,6,0.55102041
linear,0.60000000,0.20000000,1.00000000,7,0.54285714
linear,0.60000000,0.20000000,1.00000000,8,0.53469388
linear,0.60000000,0.20000000,1.00000000,9,0.52653061
linear,0.60000000,0.20000000,1.00000000,10,0.51836735
linear,0.60000000,0.20000000,1.00000000,11,0.51020408
linear,0.60000000,0.20000000,1.00000000,12,0.50204082
linear,0.60000000,0.20000000,1.00000000,13,0.49387755
linear,0.60000000,0.20000000,1.00000000,14,0.48571429
linear,0.60000000,0.20000000,1.00000000,15,0.47755102
linear,0.60000000,0.20000000,1.00000000,16,0.46938776
linear,0.60000000,0.20000000,1.00000000,17,0.46122449
linear,0.60000000,0.20000000,1.00000000,18,0.45306122
linear,0.60000000,0.20000000,1.00000000,19,0.44489796
linear,0.60000000,0.20000000,1.00000000,20,0.43673469
linear,0.60000000,0.20000000,1.00000000,21,0.42857143
linear,0.60000000,0.20000000,1.00000000,22,0.42040816
linear,0.60000000,0.20000000,1.00000000,23,0.41224490
linear,0.60000000,0.20000000,1.00000000,24,0.40408163
linear,0.60000000,0.20000000,1.00000000,25,0.39591837
linear,0.60000000,0.20000000,1.00000000,26,0.38775510
linear,0.60000000,0.20000000,1.00000000,27,0.37959184
linear,0.60000000,0.20000000,1.00000000,28,0.37142857
linear,0.60000000,0.20000000,1.00000000,29,0.36326531
linear,0.60000000,0.20000000,1.00000000,30,0.35510204
linear,0.60000000,0.20000000,1.00000000,31,0.34693878
linear,0.60000000,0.20000000,1.00000000,32,0.33877551
linear,0.60000000,0.20000000,1.00000000,33,0.33061224
linear,0.60000000,0.20000000,1.00000000,34,0.32244898
linear,0.60000000,0.20000000,1.00000000,35,0.31428571
linear,0.60000000,0.20000000,1.00000000,36,0.30612245
linear,0.60000000,0.20000000,1.00000000,37,0.29795918
linear,0.60000000,0.20000000,1.00000000,38,0.28979592
linear,0.60000000,0.20000000,1.00000000,39,0.28163265
linear,0.60000000,0.20000000,1.00000000,40,0.27346939
linear,0.60000000,0.20000000,1.00000000,41,0.26530612
linear,0.60000000,0.20000000,1.00000000,42,0.25714286
linear,0.60000000,0.20000000,1.00000000,43,0.24897959
linear,0.60000000,0.20000000,1.00000000,44,0.24081633
linear,0.60000000,0.20000000,1.00000000,45,0.23265306
linear,0.60000000,0.20000000,1.00000000,46,0.22448980
linear,0.60000000,0.20000000,1.00000000,47,0.21632653
linear,0.60000000,0.20000000,1.00000000,48,0.20816327
linear,0.60000000,0.20000000,1.00000000,49,0.20000000
exponential,0.60000000,0.20000000,-4.00000000,0,0.60000000
exponential,0.60000000,0.20000000,-4.00000000,1,0.56805916
exponential,0.60000000,0.20000000,-4.00000000,2,0.53862215
exponential,0.60000000,0.20000000,-4.00000000,3,0.51149270
exponential,0.60000000,0.20000000,-4.00000000,4,0.48648991
exponential,0.60000000,0.20000000,-4.00000000,5,0.46344707
exponential,0.60000000,0.20000000,-4.00000000,6,0.44221056
exponential,0.60000000,0.20000000,-4.00000000,7,0.42263876
exponential,0.60000000,0.20000000,-4.00000000,8,0.40460119
exponential,0.60000000,0.20000000,-4.00000000,9,0.38797758
exponential,0.60000000,0.20000000,-4.00000000,10,0.37265709
exponential,0.60000000,0.20000000,-4.00000000,11,0.35853756
exponential,0.60000000,0.20000000,-4.00000000,12,0.34552485
exponential,0.60000000,0.20000000,-4.00000000,13,0.33353221
exponential,0.60000000,0.20000000,-4.00000000,14,0.32247966
exponential,0.60000000,0.20000000,-4.00000000,15,0.31229352
exponential,0.60000000,0.20000000,-4.00000000,16,0.30290586
exponential,0.60000000,0.20000000,-4.00000000,17,0.29425410
exponential,0.60000000,0.20000000,-4.00000000,18,0.28628055
exponential,0.60000000,0.20000000,-4.00000000,19,0.27893204
exponential,0.60000000,0.20000000,-4.00000000,20,0.27215957
exponential,0.60000000,0.20000000,-4.00000000,21,0.26591800
exponential,0.60000000,0.20000000,-4.00000000,22,0.26016570
exponential,0.60000000,0.20000000,-4.00000000,23,0.25486432
exponential,0.60000000,0.20000000,-4.00000000,24,0.24997851
exponential,0.60000000,0.20000000,-4.00000000,25,0.24547570
exponential,0.60000000,0.20000000,-4.00000000,26,0.24132587
exponential,0.60000000,0.20000000,-4.00000000,27,0.23750133
exponential,0.60000000,0.20000000,-4.00000000,28,0.23397660
exponential,0.60000000,0.20000000,-4.00000000,29,0.23072818
exponential,0.60000000,0.20000000,-4.00000000,30,0.22773439
exponential,0.60000000,0.20000000,-4.00000000,31,0.22497529
exponential,0.60000000,0.20000000,-4.00000000,32,0.22243247
exponential,0.60000000,0.20000000,-4.00000000,33,0.22008898
exponential,0.60000000,0.20000000,-4.00000000,34,0.21792920
exponential,0.60000000,0.20000000,-4.00000000,35,0.21593872
exponential,0.60000000,0.20000000,-4.00000000,36,0.21410427
exponential,0.60000000,0.20000000,-4.00000000,37,0.21241363
exponential,0.60000000,0.20000000,-4.00000000,38,0.21085551
exponential,0.60000000,0.20000000,-4.00000000,39,0.20941954
exponential,0.60000000,0.20000000,-4.00000000,40,0.20809613
exponential,0.60000000,0.20000000,-4.00000000,41,0.20687646
exponential,0.60000000,0.20000000,-4.00000000,42,0.20575240
exponential,0.60000000,0.20000000,-4.00000000,43,0.20471645
exponential,0.60000000,0.20000000,-4.00000000,44,0.20376172
exponential,0.60000000,0.20000000,-4.00000000,45,0.20288182
exponential,0.60000000,0.20000000,-4.00000000,46,0.20207090
exponential,0.60000000,0.20000000,-4.00000000,47,0.20132355
exponential,0.60000000,0.20000000,-4.00000000,48,0.20063478
exponential,0.60000000,0.20000000,-4.00000000,49,0.20000000
exponential,0.60000000,0.20000000,-2.00000000,0,0.60000000
exponential,0.60000000,0.20000000,-2.00000000,1,0.58149823
exponential,0.60000000,0.20000000,-2.00000000,2,0.56373644
exponential,0.60000000,0.20000000,-2.00000000,3,0.54668502
exponential,0.60000000,0.20000000,-2.00000000,4,0.53031556
exponential,0.60000000,0.20000000,-2.00000000,5,0.51460080
exponential,0.60000000,0.20000000,-2.00000000,6,0.49951454
exponential,0.60000000,0.20000000,-2.00000000,7,0.48503164
exponential,0.60000000,0.20000000,-2.00000000,8,0.47112799
exponential,0.60000000,0.20000000,-2.00000000,9,0.45778040
exponential,0.60000000,0.20000000,-2.00000000,10,0.44496664
exponential,0.60000000,0.20000000,-2.00000000,11,0.43266537
exponential,0.60000000,0.20000000,-2.00000000,12,0.42085608
exponential,0.60000000,0.20000000,-2.00000000,13,0.40951910
exponential,0.60000000,0.20000000,-2.00000000,14,0.39863553
exponential,0.60000000,0.20000000,-2.00000000,15,0.38818725
exponential,0.60000000,0.20000000,-2.00000000,16,0.37815684
exponential,0.60000000,0.20000000,-2.00000000,17,0.36852760
exponential,0.60000000,0.20000000,-2.00000000,18,0.35928347
exponential,0.60000000,0.20000000,-2.00000000,19,0.35040905
exponential,0.60000000,0.20000000,-2.00000000,20,0.34188957
exponential,0.60000000,0.20000000,-2.00000000,21,0.33371082
exponential,0.60000000,0.20000000,-2.00000000,22,0.32585917
exponential,0.60000000,0.20000000,-2.00000000,23,0.31832155
exponential,0.60000000,0.20000000,-2.00000000,24,0.31108539
exponential,0.60000000,0.20000000,-2.00000000,25,0.30413863
exponential,0.60000000,0.20000000,-2.00000000,26,0.29746971
exponential,0.60000000,0.20000000,-2.00000000,27,0.29106751
exponential,0.60000000,0.20000000,-2.00000000,28,0.28492137
exponential,0.60000000,0.20000000,-2.00000000,29,0.27902103
exponential,0.60000000,0.20000000,-2.00000000,30,0.27335668
exponential,0.60000000,0.20000000,-2.00000000,31,0.26791887
exponential,0.60000000,0.20000000,-2.00000000,32,0.26269854
exponential,0.60000000,0.20000000,-2.00000000,33,0.25768700
exponential,0.60000000,0.20000000,-2.00000000,34,0.25287589
exponential,0.60000000,0.20000000,-2.00000000,35,0.24825720
exponential,0.60000000,0.20000000,-2.00000000,36,0.24382324
exponential,0.60000000,0.20000000,-2.00000000,37,0.23956660
exponential,0.60000000,0.20000000,-2.00000000,38,0.23548021
exponential,0.60000000,0.20000000,-2.00000000,39,0.23155726
exponential,0.60000000,0.20000000,-2.00000000,40,0.22779120
exponential,0.60000000,0.20000000,-2.00000000,41,0.22417576
exponential,0.60000000,0.20000000,-2.00000000,42,0.22070492
exponential,0.60000000,0.20000000,-2.00000000,43,0.21737289
exponential,0.60000000,0.20000000,-2.00000000,44,0.21417413
exponential,0.60000000,0.20000000,-2.00000000,45,0.21110330
exponential,0.60000000,0.20000000,-2.00000000,46,0.20815529
exponential,0.60000000,0.20000000,-2.00000000,47,0.20532518
exponential,0.60000000,0.20000000,-2.00000000,48,0.20260826
exponential,0.60000000,0.20000000,-2.00000000,49,0.20000000
exponential,0.60000000,0.20000000,-1.00000000,0,0.60000000
exponential,0.60000000,0.20000000,-1.00000000,1,0.58721679
exponential,0.60000000,0.20000000,-1.00000000,2,0.57469182
exponential,0.60000000,0.20000000,-1.00000000,3,0.56241986
exponential,0.60000000,0.20000000,-1.00000000,4,0.55039582
exponential,0.60000000,0.20000000,-1.00000000,5,0.53861468
exponential,0.60000000,0.20000000,-1.00000000,6,0.52707153
exponential,0.60000000,0.20000000,-1.00000000,7,0.51576158
exponential,0.60000000,0.20000000,-1.00000000,8,0.50468009
exponential,0.60000000,0.20000000,-1.00000000,9,0.49382247
exponential,0.60000000,0.20000000,-1.00000000,10,0.48318419
exponential,0.60000000,0.20000000,-1.00000000,11,0.47276081
exponential,0.60000000,0.20000000,-1.00000000,12,0.46254800
exponential,0.60000000,0.20000000,-1.00000000,13,0.45254150
exponential,0.60000000,0.20000000,-1.00000000,14,0.44273715
exponential,0.60000000,0.20000000,-1.00000000,15,0.43313085
exponential,0.60000000,0.20000000,-1.00000000,16,0.42371862
exponential,0.60000000,0.20000000,-1.00000000,17,0.41449653
exponential,0.60000000,0.20000000,-1.00000000,18,0.40546073
exponential,0.60000000,0.20000000,-1.00000000,19,0.39660747
exponential,0.60000000,0.20000000,-1.00000000,20,0.38793306
exponential,0.60000000,0.20000000,-1.00000000,21,0.37943388
exponential,0.60000000,0.20000000,-1.00000000,22,0.37110640
exponential,0.60000000,0.20000000,-1.00000000,23,0.36294714
exponential,0.60000000,0.20000000,-1.00000000,24,0.35495271
exponential,0.60000000,0.20000000,-1.00000000,25,0.34711978
exponential,0.60000000,0.20000000,-1.00000000,26,0.33944509
exponential,0.60000000,0.20000000,-1.00000000,27,0.33192543
exponential,0.60000000,0.20000000,-1.00000000,28,0.32455768
exponential,0.60000000,0.20000000,-1.00000000,29,0.31733877
exponential,0.60000000,0.20000000,-1.00000000,30,0.31026569
exponential,0.60000000,0.20000000,-1.00000000,31,0.30333550
exponential,0.60000000,0.20000000,-1.00000000,32,0.29654530
exponential,0.60000000,0.20000000,-1.00000000,33,0.28989228
exponential,0.60000000,0.20000000,-1.00000000,34,0.28337366
exponential,0.60000000,0.20000000,-1.00000000,35,0.27698672
exponential,0.60000000,0.20000000,-1.00000000,36,0.27072880
exponential,0.60000000,0.20000000,-1.00000000,37,0.26459731
exponential,0.60000000,0.20000000,-1.00000000,38,0.25858968
exponential,0.60000000,0.20000000,-1.00000000,39,0.25270341
exponential,0.60000000,0.20000000,-1.00000000,40,0.24693605
exponential,0.60000000,0.20000000,-1.00000000,41,0.24128520
exponential,0.60000000,0.20000000,-1.00000000,42,0.23574850
exponential,0.60000000,0.20000000,-1.00000000,43,0.23032365
exponential,0.60000000,0.20000000,-1.00000000,44,0.22500839
exponential,0.60000000,0.20000000,-1.00000000,45,0.21980051
exponential,0.60000000,0.20000000,-1.00000000,46,0.21469783
exponential,0.60000000,0.20000000,-1.00000000,47,0.20969824
exponential,0.60000000,0.20000000,-1.00000000,48,0.20479964
exponential,0.60000000,0.20000000,-1.00000000,49,0.20000000
exponential,0.60000000,0.20000000,1.00000000,0,0.60000000
exponential,0.60000000,0.20000000,1.00000000,1,0.59520036
exponential,0.60000000,0.20000000,1.00000000,2,0.59030176
exponential,0.60000000,0.20000000,1.00000000,3,0.58530217
exponential,0.60000000,0.20000000,1.00000000,4,0.58019949
exponential,0.60000000,0.20000000,1.00000000,5,0.57499161
exponential,0.60000000,0.20000000,1.00000000,6,0.56967635
exponential,0.60000000,0.20000000,1.00000000,7,0.56425150
exponential,0.60000000,0.20000000,1.00000000,8,0.55871480
exponential,0.60000000,0.20000000,1.00000000,9,0.55306395
exponential,0.60000000,0.20000000,1.00000000,10,0.54729659
exponential,0.60000000,0.20000000,1.00000000,11,0.54141032
exponential,0.60000000,0.20000000,1.00000000,12,0.53540269
exponential,0.60000000,0.20000000,1.00000000,13,0.52927120
exponential,0.60000000,0.20000000,1.00000000,14,0.52301328
exponential,0.60000000,0.20000000,1.00000000,15,0.51662634
